title,netflixId,image,link,categories,watched,imdb_id,imdb_rating,imdb_votes,year,rated,runtime,genres,director,actors,plot,awards,imdb_poster,content_type,total_seasons,type,imdb_rating_numeric,imdb_votes_numeric
The Rookie,81666165,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABcab9Soa7KBgwIWvK59vyFU2CkYxdp6zDmXvfuCjpUn9Oywt9pV_WwBjxh603KYQy_KUxzdlaqVL46SNe-6d07k93BseVWn1vBFd49dQvbHs4q0sZvBYDnpzkOYtZVpUKThjW16_8a5LrsCEOEmt2EhvM9xlj1mQ4ZFdlAguRqRPBXg88PNkg5dQNMeAn087jrXAv3D9h6ZwBfAjqsY2_axwthuFSZ9FxfctU8IOcHlg6xhVMC6G12Pp8BoXphGNA01f6EsWCIB0KQn-qvwqM7qfcdRPaa3UHq-QDMROJHnzUSMSPG2p9EfZ0drYww.webp?r=5ed,https://www.netflix.com/watch/81666165?tctx=4%2C0%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81666165%2C,['Criminal Investigation TV Shows'],False,tt7587890,8.0,"116,400",2018–,TV-14,43 min,"Action, Crime, Drama",N/A,"Nathan Fillion, Alyssa Diaz, Richard T. Jones","Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife ...",Nominated for 5 Primetime Emmys. 3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMzc2MDdkZDUtZjZlYy00MGMyLWJkNzUtMTMxY2FkZjZjYmEyXkEyXkFqcGc@._V1_SX300.jpg,,8,series,8.0,116400
Maamla Legal Hai,81480217,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABf_w-3VcB7TOounnj7dk3isUTpd66I3BY8-Nu_RVHkzJb0kUnrgJ0xcl8zrcYj77onnAjaq2Z_HLOaq4FhDeunz63EsMLcvGuWc.jpg?r=c56,https://www.netflix.com/watch/81480217?tctx=8%2C22%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81480217%2C,"['Capricorns Activate Boss Mode', 'Wanna Feel Like It’ll All Work Out?']",False,tt31183656,8.0,"10,079",2024–,TV-MA,N/A,"Comedy, Drama",N/A,"Ravi Kishan, Naila Grrewal, Nidhi Bisht","Chaos collides with the letter of the law at District Court Patparganj, where quirky employees work to uphold justice but not without a few objections.",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BY2QyNjUyN2MtMjRiNC00ZmFiLTg0YjQtNTQ3MWQ3MmQ4NWIzXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.0,10079
I'm not a robot,81042328,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVbHRVY7Gt0VnPLb7N-imL4RvcDN1d0nLYVUtSzApBtyhDzjYTQUiDzvtYRG7LnsqOsGhxsb7RvLmkxq8sp8NrWNEKlfdJIyLwg.webp?r=3c9,https://www.netflix.com/watch/81042328?tctx=3%2C39%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81042328%2C,['Recovery-mode Recommendations'],False,tt7521778,8.0,"8,205",2017–2018,TV-14,42S min,"Comedy, Romance, Sci-Fi",N/A,"Chae Soo-bin, Hwang Seung-eon, Park Se-wan","Kim Min Gyu has wealth and success, but lives an isolated life due to his allergy of people. He then meets and falls in love with a girl who is pretending to be a robot for her ex-boyfriend, a genius robots professor.",N/A,https://m.media-amazon.com/images/M/MV5BZjk1YmVkYmQtNjRjMS00ODM5LTk0YzgtMjhjZWFlMWRiNWVjXkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.0,8205
The Diplomat,81288983,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQcG18WryyGEFoTgiSrWhNwbIQMCGhh5QUhH_-n6nZTXUCPnld6VMsdcQIcrsS4FLolr-ftCeuR5MpZpTAhJYy-kJged9OdK2jo.jpg?r=a2f,https://www.netflix.com/watch/81288983?tctx=8%2C4%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81288983%2C,"['Capricorns Activate Boss Mode', 'New on Netflix', 'Award-Winning TV Shows', 'So Completely Captivating', 'TV Dramas', 'Only on Netflix', 'Because you watched Ulajh', 'Critically Acclaimed TV Dramas', 'US TV Shows Dubbed in Hindi']",False,tt17491088,8.0,"92,010",2023–,TV-MA,N/A,"Drama, Thriller",N/A,"Keri Russell, Rufus Sewell, David Gyasi","In the midst of an international crisis, Kate Wyler, a career diplomat, lands in a high-profile job for which she is not suited, with tectonic implications for her marriage and her political future.",Nominated for 3 Primetime Emmys. 4 wins & 41 nominations total,https://m.media-amazon.com/images/M/MV5BNWRlNGE3MjAtMGQ2NC00NGNiLWFiM2QtYjRlNmQ1MmI2ZjhiXkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.0,92010
Into the Wild,70075064,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVPCYpgWhYYmqq9clLlet8ZwCd1nVmeAASe2S0L5U3IJtev5jZHoVP9h2l2J8ofSykch4n7uFiuSRCE7bvPX1X6Qqo3o0f83IlA.webp?r=ec4,https://www.netflix.com/watch/70075064?tctx=11%2C29%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70075064%2C,"['Acclaimed Writers', 'Award Winning Drama Movies', 'Award-Winning Films']",False,tt0758758,8.0,"690,960",2007,R,148 min,"Adventure, Biography, Drama",Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness.",Nominated for 2 Oscars. 23 wins & 106 nominations total,https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_SX300.jpg,,,movie,8.0,690960
The Billion Dollar Code,81074012,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABey9vRWCWrBouzBSs6789cKM1G9G0Qid38txVWNlNs5qtMDewI3-SV7OfViekIb6zWGLeCSJJWNhX32Vl9LB12OQf5pHc9UOkIU.jpg?r=755,https://www.netflix.com/watch/81074012?tctx=8%2C33%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81074012%2C,['Capricorns Activate Boss Mode'],False,tt15392100,8.0,"11,944",2021,TV-MA,1 min,"Biography, Crime, Drama",N/A,"Leonard Scheicher, Marius Ahrendt, Mark Waschke","In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.",1 win & 5 nominations total,https://m.media-amazon.com/images/M/MV5BYzVmYWFkNDQtMWI1MC00ZWQyLTkzNzktZWQ0MTZkZTZhMTE0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,8.0,11944
Squid Game,81040344,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUhH02hsIB0ijTq5mP5Cvgzc_mwnt4ryPWqL3fF6ofR2OfA4G59rgvG8goBzDtk1afy1aJgR9-6uZaobhwn2JU16AGARlEuIa68.jpg?r=57e,https://www.netflix.com/watch/81040344?tctx=13%2C20%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81040344%2C,"['Emmy-Winning TV Shows', 'So Completely Captivating', 'Bingeworthy Suspenseful TV Shows', 'Only on Netflix', 'Critically Acclaimed TV Dramas']",False,tt10919420,8.0,"735,369",2021–2025,TV-MA,N/A,"Action, Crime, Drama",N/A,"Lee Jung-jae, Halley Kim, Wi Ha-joon","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. A tempting prize awaits, but with deadly high stakes.",Won 6 Primetime Emmys. 54 wins & 89 nominations total,https://m.media-amazon.com/images/M/MV5BYTU3ZDVhNmMtMDVlNC00MDc0LTgwNDMtYWE5MTI2ZGI4YWIwXkEyXkFqcGc@._V1_SX300.jpg,,3,series,8.0,735369
Altered Carbon,80097140,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABSrCBqw9Fim2tCtLCW3gPTnyEWvKAajbJQzfVY1zK16_eaUJYLDp4hK70vKwpTaE0PJbIrRPEYN4XPkHG2zZ1pgO3f5OVbUTJtk.jpg?r=137,https://www.netflix.com/watch/80097140?tctx=5%2C20%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80097140%2C,"['Sci-Fi TV', 'US TV Thrillers']",False,tt2261227,7.9,"200,099",2018–2020,TV-MA,60 min,"Action, Adventure, Drama",N/A,"Chris Conner, Renée Elise Goldsberry, Will Yun Lee","Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.",Nominated for 2 Primetime Emmys. 4 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BNTY4MWY1ZDktZjQxZS00ZDc5LWE3OTctZDU5MzQ2ZWU5ZTJkXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.9,200099
Blue Box,81663323,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABTFyl1WeoJFav62ETjmhdRCGkxnGoRcx1BycJR3PRgVPjra_L1xP_8YrSOYjflhR0SmeJNPYUjQqirZKeYEEE7_h27u5_FFSegU.jpg?r=c59,https://www.netflix.com/watch/81663323?tctx=3%2C32%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81663323%2C,['Recovery-mode Recommendations'],False,tt32639706,7.9,"5,422",2024–,TV-PG,N/A,"Animation, Comedy, Romance",N/A,"Zach Aguilar, Reina Ueda, Xanthe Huynh","Third-year student Taiki joins badminton club. Despite being an early riser, star player Chinatsu, his crush, arrives first. Living together unexpectedly, Taiki strives to reach Nationals to impress Chinatsu.",2 wins total,https://m.media-amazon.com/images/M/MV5BYTNhNmQ0ZjgtY2M4ZS00NTlhLTg1MDQtNDA2MzhkOTMyMzdmXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,5422
Juvenile Justice,81312802,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUdlP7GgpB8utrYeOjLOYZh8B5DRJwcrEcIdy2_VghBAA5ouTzFct_HOeMWPALbEi34jxd3Q4Z1lONB8FK0neRZa3QwY1oJkN-s.jpg?r=c02,https://www.netflix.com/watch/81312802?tctx=29%2C18%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81312802%2C,['Critically Acclaimed Crime TV Dramas'],False,tt15553922,7.9,"6,068",2022,TV-MA,1 min,"Crime, Drama",N/A,"Kim Hye-su, Kim Mu-yeol, Lee Sung-min","A prickly judge who despises juvenile criminals arrives at a juvenile court, where she takes on a complex role examining punishment for young offenders.",3 nominations total,https://m.media-amazon.com/images/M/MV5BYTY0MmUzMTQtNTdmZS00NDE4LWE2ODMtMGJhNzM3NDE5YmZhXkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,6068
The Blacklist,70281312,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbOWsy6PHbafQL7FE4xQjfkzyh53HzWSjg4GY_Bhg-qUHD_1-nncXnK7B-ErEbBvjCUwVjX9FI_YNR2i_HFn3YTJWz2efJoYJMw.webp?r=e13,https://www.netflix.com/watch/70281312?tctx=4%2C4%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70281312%2C,"['Criminal Investigation TV Shows', 'Exciting TV Shows']",False,tt2741602,7.9,"297,041",2013–2023,TV-14,43 min,"Crime, Drama, Mystery",N/A,"James Spader, Megan Boone, Diego Klattenhoff","A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",Won 1 Primetime Emmy. 3 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BNDk4MGU4NTItNDMyMC00NjQ0LWFlMWUtYzJlMTM1M2M2ZTU3XkEyXkFqcGc@._V1_SX300.jpg,,10,series,7.9,297041
Boy Swallows Universe,81449940,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdK84v0aSt2Ne7hLjelHgSAbLuY0Ouu_vkACC8MEC6fpuNkRCp1HI8Q0mdLN3VDVgerMrVELuAfGxbcQb2FbOqThuNRMBOnSziM.jpg?r=e2f,https://www.netflix.com/watch/81449940?tctx=29%2C29%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81449940%2C,"['Critically Acclaimed Crime TV Dramas', 'Suspense Series Based on Books']",False,tt10399902,7.9,"21,579",2024,TV-MA,N/A,"Crime, Drama, Mystery",N/A,"Simon Baker, Bryan Brown, Phoebe Tonkin","In 1980s Brisbane, a precocious boy and his selectively mute brother embark on a suburban odyssey of love, redemption, and retribution after their family is torn apart by a drug lord.",19 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BYTUwZWY4ZWItZDk0Yy00NDNmLTkxYTUtNTI5OTg3MWQ4MzI0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,21579
Boots,81427990,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABc7nQJj_-LLmFJ6oGwbfezjNLucShnf1ha6N1v3QE4uqGydycrtGB-4JpCVbcx0WykMyv8hMh5IQAJd7Q42zCVOFvFOvSlz09c4.jpg?r=d94,https://www.netflix.com/watch/81427990?tctx=31%2C0%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81427990%2C,['Critically Acclaimed TV Dramas'],False,tt27987047,7.9,"22,243",2025,TV-MA,N/A,"Comedy, Drama, History",N/A,"Miles Heizer, Ana Ayora, Blake Burt","Bullied gay teen Cameron joins the Marine Corps with his best friend despite risks. In boot camp they experience profound personal change amid danger, as their platoon confronts both literal and figurative landmines.",N/A,https://m.media-amazon.com/images/M/MV5BNjQ5ODViMGItMTFmMy00Y2NiLTk4NDYtMGY3ZWFhNDZiODM2XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,22243
Dead to Me,80219707,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABSI7rOMYcWErO5IO754kk1YiRc7k-75MxFRjMAuwzoqCz69R65xx8ljdrsC6rQ3e2bALlr5a5CYMICVyE7JgD4aF9H_ILqwU5PY.jpg?r=cda,https://www.netflix.com/watch/80219707?tctx=7%2C6%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80219707%2C,"['In a Mood', 'Award-Winning TV Shows', 'US TV Shows Dubbed in Hindi']",False,tt8064302,7.9,"107,943",2019–2022,TV-MA,30 min,"Comedy, Crime, Drama",N/A,"Christina Applegate, Linda Cardellini, Sam McCarthy",A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,Nominated for 6 Primetime Emmys. 5 wins & 61 nominations total,https://m.media-amazon.com/images/M/MV5BODFhNzI1ZjgtMTFmNC00MTkyLTg0NTItMTkzYzk4MDFjNzdhXkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.9,107943
The Perks of Being a Wallflower,70243461,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABXE0egRmT-93VTiuMsD1E7zgG-mgJanOz-GxlUEtsp36DUvKIGxy9AYUCB7u1ddDRh16hKUPn5fnD3GU46SM3LdVExV5rSNuQ9Y.webp?r=099,https://www.netflix.com/watch/70243461?tctx=33%2C36%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70243461%2C,['Because you liked Gilmore Girls'],False,tt1659337,7.9,"585,109",2012,PG-13,103 min,Drama,Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller",A pair of charismatic seniors take socially awkward Charlie under their wing.,20 wins & 51 nominations total,https://m.media-amazon.com/images/M/MV5BNTY0ZTI2NzQtYWI1YS00ZWM3LWFmMjMtZWYxNmNmOTI0MGJjXkEyXkFqcGc@._V1_SX300.jpg,,,movie,7.9,585109
Black Warrant,81971071,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABTfq6y2NJkc5ylfSSyDz8njGCG_mzDub8R9yei_V94aDuyvixXrEoATU9x_9XeiqfGeVsHeEwfuufnPh6ePwnIi1eJbWMhU1WWM.jpg?r=f9e,https://www.netflix.com/watch/81971071?tctx=4%2C22%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81971071%2C,"['Criminal Investigation TV Shows', 'TV Dramas', 'Only on Netflix', 'Because you watched Dabba Cartel', 'Critically Acclaimed TV Dramas']",False,tt35064818,7.9,"7,552",2025–,TV-MA,N/A,"Crime, Drama",N/A,"Zahan Kapoor, Rahul Bhat, Paramvir Cheema","A newly appointed jailer at Tihar Prison confronts widespread corruption and injustice within its walls, forcing him to choose between maintaining the status quo or fighting for reform.",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNGQyOGM2ZWMtM2ZlNS00MTA3LWI0ZTctOWIwNmVhNWVlMDU0XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,7552
The Spy,80178151,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABa2PvuXS3_qWDw7nnGWmmetvfRPp-rfrkAD5Lehe9XRU9ZJdA5Vq4mzw3PCBByVJD1LPjbLOk4K9xH0ObINK1orXdaq3f2Wo1U0.jpg?r=e4a,https://www.netflix.com/watch/80178151?tctx=17%2C30%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80178151%2C,"['So Completely Captivating', 'Spies and Secret Agents', 'Bingeworthy Suspenseful TV Shows', 'Critically Acclaimed TV Dramas']",False,tt5952634,7.9,"54,594",2019,TV-MA,53 min,"Biography, Drama, History",N/A,"Sacha Baron Cohen, Noah Emmerich, Hadar Ratzon Rotem",Based on the life of Israeli spy Eli Cohen.,2 nominations total,https://m.media-amazon.com/images/M/MV5BNjQzZDc5YzYtYzdkMy00NmQ0LWI0ODctZjFhMzQ4ZDMyMDA5XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,54594
Weeds,70136122,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABUrhrlEb6RutCHGxQphn_qb6fcmOuRYbAtLX0sk7LACrh8-tFBxtBNxWXVad0O0_4UR2EOT_yspdk-hv-mv1fZ2ME-dYH32MoaQ.webp?r=60d,https://www.netflix.com/watch/70136122?tctx=11%2C3%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A70136122%2C,['Acclaimed Writers'],False,tt0439100,7.9,"120,996",2005–2012,TV-MA,28 min,"Comedy, Crime, Drama",N/A,"Mary-Louise Parker, Hunter Parrish, Alexander Gould","When a suburban mother turns to dealing marijuana in order to maintain her privileged lifestyle after her husband dies, she finds out just how addicted her entire neighborhood already is.",Won 2 Primetime Emmys. 15 wins & 100 nominations total,https://m.media-amazon.com/images/M/MV5BOWVmOGQyNDEtY2Y1NS00MGM2LWI5ZTMtNmJmOGUwNjY0N2FkXkEyXkFqcGc@._V1_SX300.jpg,,8,series,7.9,120996
The Fall of the House of Usher,81414665,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABecJUFxhBZNVTvOy1L4Ih3VtUWNzUeLcnWsgP33OciJs5JQqnQa5qPXDz1IlUES0QEeh12cGZB6FX9i7i2RmvlCTICZ6eMLRdrI.jpg?r=990,https://www.netflix.com/watch/81414665?tctx=24%2C9%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81414665%2C,"['Horror TV Serials', 'US TV Shows Dubbed in Hindi']",False,tt15567174,7.9,"130,001",2023,TV-MA,N/A,"Drama, Horror, Mystery",N/A,"Carla Gugino, Bruce Greenwood, Mary McDonnell","Siblings Roderick and Madeline Usher have built a pharmaceutical company into an empire of wealth, privilege and power; however, secrets come to light when the heirs to the Usher dynasty start dying.",5 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BY2RiMjhkMzYtOWFmYS00YmRkLWIxYmYtN2FmZDEwODllYzA3XkEyXkFqcGc@._V1_SX300.jpg,,1,series,7.9,130001
The Witcher,80189685,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABRsyBWt6T4yp6ZMzrgWd4pRzzVQJjLQqFiQfFrwSrh8huhhT4_JFO_Sgj42QUaRu1tt5GPlHaxtmAoGESSx75g7Wxl-E23y_-eM.jpg?r=720,https://www.netflix.com/watch/80189685?tctx=10%2C66%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80189685%2C,"['New on Netflix', 'Exciting TV Shows', 'Only on Netflix', 'Epic Worlds', 'Critically Acclaimed TV Dramas', 'Action TV']",False,tt5180504,7.9,"611,742",2019–,TV-MA,60 min,"Action, Adventure, Drama",Tomek Baginski,"Freya Allan, Anya Chalotra, Eamon Farren","Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",Nominated for 4 Primetime Emmys. 9 wins & 37 nominations total,https://m.media-amazon.com/images/M/MV5BOTQzMzNmMzUtODgwNS00YTdhLTg5N2MtOWU1YTc4YWY3NjRlXkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.9,611742
Superstore,80061132,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABdxbf0sCoTRgRZNTZMAkv5vBEsZRCR5gx1Yocq3snazeHQIeFNXxszemLqIbwxSqXFURCS255Q_7ID9Foru30fLdXZ9JgdvUD0M.webp?r=579,https://www.netflix.com/watch/80061132?tctx=9%2C2%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80061132%2C,['Wanna Feel Like It’ll All Work Out?'],False,tt4477976,7.9,"79,057",2015–2021,TV-14,22 min,Comedy,N/A,"Ben Feldman, Lauren Ash, Colton Dunn",A look at the lives of employees at a big box store.,5 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BZTAyMWQ4MjAtMjYyOC00YmM0LTg4OWQtZjIzYzY0NzAyZGM2XkEyXkFqcGc@._V1_SX300.jpg,,6,series,7.9,79057
Nobody Wants This,81591296,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABQnVDGEHOpzt1yoVdLP7I0XvCdd28OXY8Vc6_Q3XYAgbbomna-KXq-__lSH6LA4tFXj_2f_Oez62cfUujRiEgWyW8qHUNgQeN5Q.jpg?r=4c5,https://www.netflix.com/watch/81591296?tctx=3%2C7%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81591296%2C,"['Recovery-mode Recommendations', 'Because you liked Gilmore Girls']",False,tt26933824,7.8,"79,172",2024–,TV-MA,N/A,"Comedy, Drama, Romance",N/A,"Kristen Bell, Adam Brody, Justine Lupe",An agnostic sex podcaster and a newly single rabbi fall in love; discovering if their relationship can survive their wildly different lives and meddling families.,Nominated for 3 Primetime Emmys. 4 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BZGEyNWU3M2EtY2QzNy00NmFmLWI0MDQtMWQzNzdlZjE4MWRiXkEyXkFqcGc@._V1_SX300.jpg,,2,series,7.8,79172
The Umbrella Academy,80186863,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABbD763Xlybqu3Cifo4CfTaR2N_br36qRuS_Ppe3STih7tthT3NtJJRn36LUPiFMheV8qa7PpHa4Ac8ZOH-P7f5N8Vj886UbuRU4.jpg?r=849,https://www.netflix.com/watch/80186863?tctx=2%2C14%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80186863%2C,"['Now Leaving Hawkins, Indiana', 'Sci-Fi TV', 'Action TV']",False,tt1312171,7.8,"308,578",2019–2024,TV-14,2 min,"Action, Adventure, Comedy",N/A,"Elliot Page, Tom Hopper, David Castañeda","A family of former child heroes, now grown apart, must reunite to continue to protect the world.",Nominated for 8 Primetime Emmys. 13 wins & 62 nominations total,https://m.media-amazon.com/images/M/MV5BMzlmMmIxODItYzBjNC00YjMwLWIwOTAtNzVlMTBlNTNkMjZjXkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.8,308578
Mr. Mercedes,80172955,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABTcL8YXJbtliMRxYZK-RSi2IhneDX4If86rpkw99UuaXGv-SlOXgJ-uJgirBGJtp9s_Hc5xSY74RhEYQ_Om-VgmgpN3Drjf5P8s.webp?r=798,https://www.netflix.com/watch/80172955?tctx=10%2C70%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A80172955%2C,"['New on Netflix', 'Acclaimed Writers', 'So Completely Captivating', 'TV Dramas', 'Horror TV Serials']",False,tt4354880,7.8,"29,058",2017–2019,TV-MA,60 min,"Crime, Drama, Mystery",N/A,"Brendan Gleeson, Holland Taylor, Jharrel Jerome","A demented killer taunts a retired police detective with a series of lurid letters and emails, forcing the ex-cop to undertake a private, and potentially felonious, crusade to bring the killer to justice before he can strike again.",1 win & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNTJhODZmMjgtYzJmOS00YWE1LWE1OTUtM2UzZTE0NTczZWJlXkEyXkFqcGc@._V1_SX300.jpg,,3,series,7.8,29058
Monsters,81665094,https://occ-0-2087-2164.1.nflxso.net/dnm/api/v6/Qs00mKCpRvrkl3HZAN5KwEL1kpE/AAAABVZCioOMH1ktCkn_fLyFT5TvJ_QONRA9JzDA2zjElHm2yAiqtX0NL5Z9R8a67O9XCIHESOgieBmpPyI5pTiGGh7GuuH3H7kIkPg.jpg?r=a31,https://www.netflix.com/watch/81665094?tctx=4%2C19%2C%2C%2C%2C%2C%2C%2C%2CVideo%3A81665094%2C,"['Criminal Investigation TV Shows', 'Acclaimed Writers', 'Emmy-Winning TV Shows', 'Award-Winning TV Shows', 'Critically Acclaimed Crime TV Dramas', 'Critically Acclaimed TV Dramas', 'US TV Shows Dubbed in Hindi']",False,tt13207736,7.8,"216,628",2022–,TV-MA,N/A,"Biography, Crime, Drama",N/A,"Evan Peters, Richard Jenkins, Cooper Koch","Chronicles the real life stories of infamous serial killers, presenting several different perspectives of their cases.",Won 2 Primetime Emmys. 18 wins & 72 nominations total,https://m.media-amazon.com/images/M/MV5BZGY2OTcxYWItZDgxNi00Y2E1LTk0YTgtZDcwZjZkNzU4OTJjXkEyXkFqcGc@._V1_SX300.jpg,,4,series,7.8,216628
